0000001230;scans;0000000054;DataLength
"header";0000000020;"lines"
"Date";01.01.2008;"Time";00:31:01
"ID";"HAL IV RC RGA 201 #9279";"Version";3
"Scans";1
"Scan ID";"Mode";"Input";"Scanned";"Start";"Stop";"Increment";"Dwell";"Settle";"RS";"RelSEM"
"Scan 1";"RGA";"SEM";"mass";1.00;50.00;0.20;100.000%;100.000%;1.000000;1.000000;
"Environment";
"Global";"RGA"
"F1";0;"( 1 = on, 0 = off )"
"F2";1;"( 1 = on, 0 = off )"
"cage";3.0;"V"
"delta-m";20;"%"
"electron-energy";70.0;"V"
"emission";1000;"uA"
"focus";-90;"V"
"mass";5.50;"amu"
"mode-change-delay";1000;"ms"
"multiplier";800;"V"
"resolution";10;"%"
"Data";1
"Cycle";"Time";"ms";"mass amu";"SEM torr"
0000000001;00:00:01;0000001020;   35.20; 0.00000e+00
0000000001;00:00:01;0000001020;   35.40; 0.00000e+00
0000000001;00:00:01;0000001020;   35.60;-1.10500e-10
0000000001;00:00:01;0000001020;   35.80; 0.00000e+00
0000000001;00:00:01;0000001020;   36.00; 0.00000e+00
0000000001;00:00:01;0000001020;   36.20;-1.10500e-10
0000000001;00:00:01;0000001020;   36.40; 0.00000e+00
0000000001;00:00:01;0000001020;   36.60; 0.00000e+00
0000000001;00:00:01;0000001020;   36.80; 0.00000e+00
0000000001;00:00:01;0000001020;   37.00; 0.00000e+00
0000000001;00:00:01;0000001020;   37.20;-1.10500e-10
0000000001;00:00:01;0000001020;   37.40; 0.00000e+00
0000000001;00:00:01;0000001020;   37.60; 0.00000e+00
0000000001;00:00:01;0000001020;   37.80; 0.00000e+00
0000000001;00:00:01;0000001020;   38.00;-1.10500e-10
0000000001;00:00:01;0000001020;   38.20; 0.00000e+00
0000000001;00:00:01;0000001020;   38.40;-1.10500e-10
0000000001;00:00:01;0000001020;   38.60; 0.00000e+00
0000000001;00:00:01;0000001020;   38.80; 0.00000e+00
0000000001;00:00:01;0000001020;   39.00; 0.00000e+00
0000000001;00:00:01;0000001020;   39.20;-1.10500e-10
0000000001;00:00:01;0000001020;   39.40; 0.00000e+00
0000000001;00:00:01;0000001020;   39.60; 0.00000e+00
0000000001;00:00:01;0000001020;   39.80;-1.10500e-10
0000000001;00:00:01;0000001020;   40.00;-1.10500e-10
0000000001;00:00:01;0000001020;   40.20;-1.10500e-10
0000000001;00:00:01;0000001020;   40.40;-1.10500e-10
0000000001;00:00:01;0000001020;   40.60; 0.00000e+00
0000000001;00:00:01;0000001020;   40.80; 0.00000e+00
0000000001;00:00:01;0000001020;   41.00; 0.00000e+00
0000000001;00:00:01;0000001020;   41.20; 0.00000e+00
0000000001;00:00:01;0000001020;   41.40;-1.10500e-10
0000000001;00:00:01;0000001020;   41.60; 0.00000e+00
0000000001;00:00:01;0000001020;   41.80; 0.00000e+00
0000000001;00:00:01;0000001020;   42.00; 0.00000e+00
0000000001;00:00:01;0000001020;   42.20;-1.10500e-10
0000000001;00:00:01;0000001020;   42.40; 0.00000e+00
0000000001;00:00:01;0000001020;   42.60; 0.00000e+00
0000000001;00:00:01;0000001020;   42.80; 0.00000e+00
0000000001;00:00:01;0000001020;   43.00;-1.10500e-10
0000000001;00:00:01;0000001020;   43.20; 0.00000e+00
0000000001;00:00:01;0000001020;   43.40; 0.00000e+00
0000000001;00:00:01;0000001020;   43.60; 0.00000e+00
0000000001;00:00:01;0000001020;   43.80; 0.00000e+00
0000000001;00:00:01;0000001020;   44.00; 1.10500e-10
0000000001;00:00:01;0000001020;   44.20; 1.10500e-10
0000000001;00:00:01;0000001020;   44.40; 0.00000e+00
0000000001;00:00:01;0000001020;   44.60;-1.10500e-10
0000000001;00:00:01;0000001020;   44.80; 0.00000e+00
0000000001;00:00:01;0000001020;   45.00;-1.10500e-10
0000000001;00:00:01;0000001020;   45.20;-1.10500e-10
0000000001;00:00:01;0000001020;   45.40; 0.00000e+00
0000000001;00:00:01;0000001020;   45.60; 0.00000e+00
0000000001;00:00:01;0000001020;   45.80; 0.00000e+00
0000000001;00:00:01;0000001020;   46.00;-1.10500e-10
0000000001;00:00:01;0000001020;   46.20; 0.00000e+00
0000000001;00:00:01;0000001020;   46.40; 0.00000e+00
0000000001;00:00:01;0000001020;   46.60;-1.10500e-10
0000000001;00:00:01;0000001020;   46.80; 0.00000e+00
0000000001;00:00:01;0000001020;   47.00; 0.00000e+00
0000000001;00:00:01;0000001020;   47.20; 0.00000e+00
0000000001;00:00:01;0000001020;   47.40; 0.00000e+00
0000000001;00:00:01;0000001020;   47.60;-1.10500e-10
0000000001;00:00:01;0000001020;   47.80; 0.00000e+00
0000000001;00:00:01;0000001020;   48.00; 0.00000e+00
0000000001;00:00:01;0000001020;   48.20; 0.00000e+00
0000000001;00:00:01;0000001020;   48.40; 0.00000e+00
0000000001;00:00:01;0000001020;   48.60; 0.00000e+00
0000000001;00:00:01;0000001020;   48.80; 0.00000e+00
0000000001;00:00:01;0000001020;   49.00;-1.10500e-10
0000000001;00:00:01;0000001020;   49.20; 0.00000e+00
0000000001;00:00:01;0000001020;   49.40; 0.00000e+00
0000000001;00:00:01;0000001020;   49.60;-1.10500e-10
0000000001;00:00:01;0000001020;   49.80; 0.00000e+00
0000000001;00:00:01;0000001020;   50.00; 0.00000e+00
0000000002;00:00:08;0000008896;    1.00; 2.32050e-10
0000000002;00:00:08;0000008896;    1.20; 1.87850e-10
0000000002;00:00:08;0000008896;    1.40; 2.21000e-11
0000000002;00:00:08;0000008896;    1.60; 1.10500e-11
0000000002;00:00:08;0000008896;    1.80; 1.10500e-11
0000000002;00:00:08;0000008896;    2.00; 2.43100e-10
0000000002;00:00:08;0000008896;    2.20; 5.08300e-10
0000000002;00:00:08;0000008896;    2.40; 4.42000e-11
0000000002;00:00:08;0000008896;    2.60; 0.00000e+00
0000000002;00:00:08;0000008896;    2.80; 0.00000e+00
0000000002;00:00:08;0000008896;    3.00; 0.00000e+00
0000000002;00:00:08;0000008896;    3.20; 0.00000e+00
0000000002;00:00:08;0000008896;    3.40;-1.10500e-11
0000000002;00:00:08;0000008896;    3.60; 0.00000e+00
0000000002;00:00:08;0000008896;    3.80; 0.00000e+00
0000000002;00:00:08;0000008896;    4.00;-1.10500e-11
0000000002;00:00:08;0000008896;    4.20; 0.00000e+00
0000000002;00:00:08;0000008896;    4.40; 1.10500e-11
0000000002;00:00:08;0000008896;    4.60; 0.00000e+00
0000000002;00:00:08;0000008896;    4.80; 0.00000e+00
0000000002;00:00:08;0000008896;    5.00;-1.10500e-11
0000000002;00:00:08;0000008896;    5.20; 0.00000e+00
0000000002;00:00:08;0000008896;    5.40; 0.00000e+00
0000000002;00:00:08;0000008896;    5.60; 0.00000e+00
0000000002;00:00:08;0000008896;    5.80; 1.10500e-11
0000000002;00:00:08;0000008896;    6.00; 0.00000e+00
0000000002;00:00:08;0000008896;    6.20; 0.00000e+00
0000000002;00:00:08;0000008896;    6.40; 0.00000e+00
0000000002;00:00:08;0000008896;    6.60; 0.00000e+00
0000000002;00:00:08;0000008896;    6.80; 0.00000e+00
0000000002;00:00:08;0000008896;    7.00; 0.00000e+00
0000000002;00:00:08;0000008896;    7.20; 0.00000e+00
0000000002;00:00:08;0000008896;    7.40; 0.00000e+00
0000000002;00:00:08;0000008896;    7.60; 0.00000e+00
0000000002;00:00:08;0000008896;    7.80;-1.10500e-11
0000000002;00:00:08;0000008896;    8.00; 1.10500e-11
0000000002;00:00:08;0000008896;    8.20; 0.00000e+00
0000000002;00:00:08;0000008896;    8.40; 0.00000e+00
