amu,p,err,type
0.9563045227085638,1.2995696666666665e-09,3.6003602801710474e-10,Faraday
1.0561936301315455,2.316533333333333e-09,1.5359731946337255e-09,Faraday
1.1560827375545273,1.86431e-09,5.902846781003212e-10,Faraday
1.255971844977502,1.6513233333333331e-09,5.795181281317549e-10,Faraday
1.3558609524004837,-6.338989999999997e-10,2.0388041051599333e-09,Faraday
1.4557500598234654,5.624410000000001e-10,7.595189647777072e-10,Faraday
1.55563916724644,8.015820333333332e-10,1.3154348218488527e-09,Faraday
1.6555282746694218,-1.1370416666666669e-09,1.981996782239276e-09,Faraday
1.7554173820923964,-1.6130204333333333e-09,2.8137135364435314e-09,Faraday
1.8553064895153781,-2.9798130333333334e-10,5.076388207523701e-10,Faraday
1.9551955969383599,-2.047013333333333e-10,5.905892306470998e-10,Faraday
2.0550847043613416,-5.504713333333331e-10,1.4376408791775269e-09,Faraday
2.1549738117843233,-4.754236666666666e-10,1.4073468359684235e-09,Faraday
2.254862919207298,1.2722193333333332e-09,1.7694446380278002e-09,Faraday
2.3547520266302797,7.640116666666665e-10,1.157128514342436e-09,Faraday
2.4546411340532615,-1.0278308666666668e-09,1.7893539957326088e-09,Faraday
2.554530241476243,9.5490084e-10,1.6611145135521788e-09,Faraday
2.654419348899225,4.1050412999999997e-10,6.971448356710532e-10,Faraday
2.7543084563221996,-1.3840096666666666e-10,2.629428013063361e-10,Faraday
2.8541975637451813,-1.3212083333333332e-09,2.30096306626309e-09,Faraday
2.954086671168163,3.173187666666666e-10,4.910679745738905e-10,Faraday
3.0539757785911448,9.167783333333332e-10,1.5985134921713497e-09,Faraday
3.1538648860141265,-8.998349333333332e-10,1.517439867767584e-09,Faraday
3.253753993437101,-7.449508000000002e-11,1.2688220631301776e-10,Faraday
3.353643100860083,-1.538709e-10,2.506157407077816e-10,Faraday
3.4535322082830646,-1.684201333333333e-10,3.326461734280485e-10,Faraday
3.5534213157060464,-6.129954666666668e-10,1.0959529296443454e-09,Faraday
3.653310423129028,-7.331641666666666e-10,1.2793910986734445e-09,Faraday
3.7531995305520027,8.254317333333332e-10,1.4863226825634135e-09,Faraday
3.8530886379749845,6.918187999999999e-10,1.2190875406457445e-09,Faraday
3.952977745397966,-8.014900333333332e-10,1.4112506624618472e-09,Faraday
4.052866852820941,-2.552546666666666e-10,4.490605979117332e-10,Faraday
4.152755960243923,-1.9917588e-10,3.064132580206627e-10,Faraday
4.252645067666897,1.850871666666667e-10,3.1886181005702663e-10,Faraday
4.352534175089879,3.638179366666666e-10,6.41875039169918e-10,Faraday
4.452423282512861,4.273554496666666e-10,7.785580089158812e-10,Faraday
4.552312389935842,5.149266966666666e-10,8.938176283427103e-10,Faraday
4.652201497358824,-8.898899633333333e-10,1.5260249959671705e-09,Faraday
4.752090604781799,-1.4776579e-09,2.548142614559521e-09,Faraday
4.8519797122047805,-3.4429623000000005e-10,5.632503367906456e-10,Faraday
4.951868819627762,-1.2468043333333335e-10,1.7911205002763869e-10,Faraday
5.051757927050744,1.6132966666666666e-10,2.447587856632389e-10,Faraday
5.151647034473726,-1.2844670666666664e-09,2.237153324163756e-09,Faraday
5.2515361418967,-2.199867333333333e-10,3.840863249392554e-10,Faraday
5.351425249319682,5.397892033333334e-10,9.680519262920652e-10,Faraday
5.451314356742664,-6.932920999999999e-10,1.2178425903129805e-09,Faraday
